loan_id,segment,region,principal,interest_rate,tenor_months,fico,is_collateral,origination_month,default_flag
L000405,Retail,MW,28642.64,0.117,15,659,0,2024-04-01,0
L000406,Retail,MW,32588.79,0.075,52,550,1,2024-12-01,1
L000407,Retail,W,16113.43,0.17,17,648,0,2022-10-01,0
L000408,Retail,S,27981.78,0.15,36,696,0,2022-12-01,0
L000409,SME,W,14240.22,0.1,47,727,1,2023-11-01,0
L000410,SME,S,10771.31,0.133,38,728,0,2022-02-01,0
L000411,Retail,W,13339.33,0.174,18,597,0,2024-05-01,0
L000412,SME,NE,18646.3,0.123,51,569,0,2023-12-01,0
L000413,Retail,NE,22319.01,0.22,41,803,1,2024-06-01,0
L000414,Retail,S,24768.54,0.214,53,556,0,2024-10-01,1
L000415,Retail,NE,37399.89,0.09,42,596,1,2022-09-01,0
L000416,Retail,NE,23185.51,0.239,37,621,1,2024-06-01,0
L000417,Retail,NE,50732.15,0.224,35,556,1,2024-05-01,0
L000418,SME,MW,33697.5,0.103,8,700,0,2022-06-01,0
L000419,Retail,W,10172.95,0.183,56,685,0,2023-03-01,1
L000420,Retail,NE,14152.75,0.225,7,705,1,2023-03-01,0
L000421,Retail,MW,12550.23,0.16,22,615,0,2023-12-01,0
L000422,Retail,MW,17112.93,0.197,43,659,0,2023-09-01,1
L000423,Retail,W,19333.79,0.146,42,789,0,2024-01-01,0
L000424,Retail,W,17997.55,0.075,52,614,1,2024-11-01,0
L000425,Retail,NE,24805.64,0.223,32,669,1,2022-03-01,1
L000426,Retail,MW,27970.66,0.064,10,720,0,2022-06-01,0
L000427,Retail,NE,12150.12,0.178,17,818,0,2024-06-01,0
L000428,SME,MW,21728.68,0.189,31,589,1,2024-12-01,1
L000429,Retail,NE,21323.39,0.226,13,800,1,2022-02-01,0
L000430,Retail,S,10467.84,0.155,27,602,0,2023-07-01,0
L000431,Retail,MW,32094.76,0.198,33,762,0,2024-12-01,0
L000432,Retail,NE,8985.96,0.06,28,740,0,2022-03-01,0
L000433,SME,S,17915.19,0.154,43,600,0,2022-04-01,0
L000434,Retail,S,14723.48,0.199,10,608,1,2022-12-01,0
L000435,Retail,MW,49595.59,0.236,41,618,1,2024-05-01,0
L000436,Retail,W,10572.84,0.234,25,598,0,2023-09-01,0
L000437,Retail,MW,14136.2,0.153,32,803,1,2022-12-01,0
L000438,Retail,MW,36192.79,0.167,53,649,1,2024-10-01,0
L000439,Retail,S,19956.81,0.181,8,628,0,2023-03-01,0
L000440,Retail,MW,32172.8,0.142,46,799,0,2023-03-01,0
L000441,SME,W,17075.7,0.067,13,705,0,2023-12-01,0
L000442,Retail,W,26221.35,0.106,26,716,1,2024-06-01,0
L000443,SME,S,14270.67,0.057,36,641,0,2023-09-01,0
L000444,Retail,NE,13095.05,0.168,8,747,1,2022-03-01,0
L000445,Retail,MW,17301.21,0.063,7,772,0,2024-06-01,0
L000446,Retail,NE,20390.69,0.077,45,597,0,2022-05-01,0
L000447,Retail,W,15845.05,0.175,53,585,0,2023-06-01,0
L000448,Retail,NE,34842.57,0.118,28,665,0,2024-11-01,0
L000449,Retail,MW,24392.54,0.192,35,653,1,2023-08-01,0
L000450,Retail,W,20543.49,0.111,8,765,0,2022-03-01,0
L000451,SME,W,78226.41,0.238,8,652,0,2022-08-01,0
L000452,Retail,S,34715.03,0.176,56,749,1,2024-02-01,0
L000453,Retail,W,19608.86,0.09,28,772,0,2022-11-01,0
L000454,Retail,NE,10941.97,0.071,41,590,0,2023-10-01,0
L000455,Retail,NE,17293.93,0.084,52,661,0,2022-09-01,0
L000456,Retail,W,5525.23,0.077,50,551,0,2024-04-01,0
L000457,SME,S,31549.84,0.165,31,582,1,2022-06-01,0
L000458,SME,MW,23788.9,0.078,7,762,1,2022-09-01,0
L000459,Retail,MW,62871.14,0.084,38,601,1,2023-09-01,0
L000460,Retail,S,27823.43,0.197,18,623,0,2023-01-01,0
L000461,SME,W,25982.84,0.165,14,795,1,2023-02-01,0
L000462,Retail,W,15878.62,0.22,25,656,1,2022-08-01,0
L000463,Corporate,NE,19418.23,0.22,43,595,0,2024-05-01,0
L000464,Retail,MW,27620.44,0.139,53,565,1,2022-04-01,0
L000465,Retail,MW,25822.7,0.077,53,644,0,2023-11-01,0
L000466,SME,W,12116.42,0.21,33,605,0,2024-02-01,0
L000467,Retail,S,52952.05,0.224,22,670,1,2022-04-01,0
L000468,SME,NE,36192.16,0.223,15,661,0,2023-10-01,0
L000469,SME,W,10381.98,0.177,45,612,1,2024-09-01,0
L000470,Retail,W,16258.64,0.067,55,713,0,2023-03-01,1
L000471,Retail,MW,16036.94,0.119,33,771,0,2022-02-01,1
L000472,Retail,MW,13983.11,0.223,36,722,0,2023-09-01,0
L000473,SME,MW,18496.61,0.192,57,643,1,2023-05-01,0
L000474,Retail,S,20809.49,0.154,19,674,1,2024-11-01,0
L000475,SME,S,13373.74,0.167,44,790,0,2022-06-01,0
L000476,SME,NE,29603.4,0.115,17,707,1,2022-01-01,0
L000477,Retail,S,32058.35,0.205,36,743,1,2022-01-01,0
L000478,Retail,MW,12051.06,0.201,14,701,0,2023-03-01,0
L000479,Retail,MW,27359.47,0.203,22,612,1,2022-02-01,0
L000480,SME,S,25676.83,0.124,49,731,1,2023-02-01,0
L000481,Retail,NE,12401.18,0.106,12,784,0,2024-06-01,1
L000482,Retail,S,10867.23,0.144,24,668,0,2023-04-01,0
L000483,SME,S,21512.05,0.232,21,744,0,2022-05-01,0
L000484,Retail,NE,16764.26,0.208,21,553,0,2022-02-01,0
L000485,SME,S,8032.67,0.192,22,642,0,2024-09-01,0
L000486,Retail,NE,17854.09,0.124,36,671,1,2022-03-01,0
L000487,Retail,S,17686.38,0.167,48,683,0,2023-03-01,0
L000488,SME,S,29495.62,0.18,57,710,0,2024-10-01,1
L000489,SME,MW,17495.02,0.173,17,587,1,2023-01-01,0
L000490,Corporate,NE,30959.62,0.084,28,803,0,2023-11-01,0
L000491,Retail,NE,30677.09,0.08,46,816,1,2023-10-01,0
L000492,Retail,S,61563.81,0.069,56,799,0,2024-02-01,0
L000493,Retail,NE,41523.24,0.238,14,608,1,2022-05-01,0
L000494,SME,S,20465.83,0.19,50,768,0,2022-11-01,0
L000495,Retail,NE,18346.82,0.224,15,565,0,2024-10-01,0
L000496,Retail,MW,13542.51,0.106,43,782,0,2024-01-01,0
L000497,Retail,NE,11755.41,0.148,43,642,0,2023-09-01,0
L000498,Retail,MW,14860.71,0.13,31,643,1,2024-05-01,0
L000499,Corporate,NE,46757.64,0.138,29,641,1,2022-07-01,0
L000500,Retail,MW,39282.07,0.061,43,589,0,2024-05-01,0
L000501,Retail,MW,14314.42,0.146,11,575,0,2024-05-01,0
L000502,Retail,W,11820.1,0.124,15,640,0,2023-12-01,0
L000503,Corporate,NE,16315.08,0.147,54,694,0,2023-07-01,0
L000504,SME,S,14008.06,0.067,28,728,1,2024-01-01,0
L000505,SME,NE,15622.43,0.102,29,770,1,2023-09-01,0
L000506,Retail,W,25938.01,0.147,15,816,1,2022-06-01,0
L000507,SME,S,23060.18,0.051,54,683,0,2022-05-01,0
L000508,Retail,W,36358.96,0.12,25,802,0,2022-08-01,0
L000509,Retail,W,15844.46,0.051,56,737,1,2022-12-01,0
L000510,Retail,W,30534.6,0.221,59,571,0,2022-08-01,0
L000511,Retail,NE,24522.08,0.153,49,797,1,2022-05-01,0
L000512,Retail,MW,29025.51,0.094,29,681,0,2024-08-01,0
L000513,Retail,W,29009.38,0.2,43,730,0,2023-02-01,0
L000514,Corporate,S,9330.58,0.236,25,711,0,2024-01-01,0
L000515,Retail,S,24521.7,0.101,54,587,1,2023-11-01,0
L000516,Retail,S,15123.69,0.059,16,634,1,2024-07-01,0
L000517,SME,MW,20592.3,0.134,30,657,1,2024-01-01,0
L000518,Retail,NE,29915.46,0.099,20,595,1,2022-02-01,0
L000519,SME,MW,42267.93,0.223,59,677,1,2024-04-01,1
L000520,SME,MW,10341.79,0.237,25,788,0,2022-10-01,0
L000521,SME,MW,45240.55,0.088,8,786,0,2023-07-01,0
L000522,SME,S,33243.25,0.128,39,706,1,2023-11-01,0
L000523,Retail,NE,29623.24,0.222,27,599,0,2024-03-01,0
L000524,Retail,S,25376.63,0.235,55,573,0,2024-04-01,0
L000525,Retail,S,29777.04,0.091,29,765,1,2023-12-01,0
L000526,Retail,S,24469.96,0.064,31,713,0,2023-05-01,0
L000527,Retail,W,20655.27,0.194,48,786,0,2023-02-01,0
L000528,Retail,W,17361.47,0.089,33,551,0,2024-12-01,0
L000529,Retail,S,22885.05,0.204,7,648,1,2023-07-01,0
L000530,Retail,W,10642.0,0.215,15,763,1,2024-11-01,0
L000531,SME,NE,19891.13,0.16,9,660,0,2022-10-01,0
L000532,Retail,NE,26024.83,0.205,23,808,0,2024-01-01,0
L000533,SME,NE,11010.09,0.118,54,757,1,2023-05-01,0
L000534,Retail,W,17947.41,0.147,26,552,1,2023-06-01,0
L000535,Retail,S,32646.58,0.087,15,608,1,2022-05-01,0
L000536,SME,W,21153.47,0.167,27,610,0,2024-07-01,0
L000537,Retail,MW,12758.61,0.1,30,661,0,2022-09-01,0
L000538,Retail,S,27457.64,0.131,26,746,0,2023-02-01,0
L000539,Retail,W,5231.66,0.163,8,796,0,2022-08-01,0
L000540,Retail,NE,16134.84,0.114,54,658,1,2023-06-01,0
L000541,Retail,MW,70064.19,0.187,49,727,0,2022-07-01,0
L000542,Retail,W,53637.76,0.19,45,651,0,2023-04-01,0
L000543,Retail,S,9065.54,0.138,27,670,1,2024-02-01,0
L000544,Retail,S,28805.79,0.07,47,616,0,2023-10-01,0
L000545,Retail,NE,48230.28,0.224,9,662,0,2023-01-01,0
L000546,Retail,MW,12025.97,0.128,58,594,1,2024-12-01,0
L000547,Retail,S,10677.19,0.084,13,639,1,2022-08-01,0
L000548,Retail,S,24875.03,0.063,41,679,1,2022-03-01,0
L000549,Retail,W,13535.39,0.125,32,728,0,2024-08-01,0
L000550,Retail,NE,37645.03,0.169,35,817,0,2023-11-01,0
L000551,Retail,W,20637.33,0.161,10,708,1,2023-07-01,0
L000552,SME,MW,16759.66,0.2,32,625,0,2023-08-01,0
L000553,Retail,W,10206.34,0.148,14,664,0,2024-04-01,0
L000554,SME,S,23801.84,0.16,11,734,0,2023-05-01,0
L000555,Retail,NE,13510.61,0.142,58,654,0,2023-03-01,0
L000556,Retail,S,12632.65,0.064,44,809,1,2023-04-01,0
L000557,Retail,NE,36058.15,0.118,49,592,1,2023-01-01,0
L000558,Retail,W,19635.09,0.212,19,610,0,2023-11-01,0
L000559,Retail,MW,32154.2,0.183,38,662,0,2023-02-01,0
L000560,Retail,NE,23148.36,0.171,18,763,0,2023-06-01,0
L000561,SME,W,25601.26,0.134,48,770,0,2022-11-01,0
L000562,Retail,S,28928.74,0.152,23,693,1,2022-07-01,0
L000563,SME,W,26206.69,0.088,22,784,0,2022-11-01,0
L000564,Corporate,W,15011.01,0.139,13,700,0,2024-09-01,0
L000565,Retail,W,29479.71,0.188,23,785,1,2022-11-01,0
L000566,Retail,W,22884.72,0.179,50,613,0,2023-03-01,0
L000567,Retail,W,17667.46,0.128,58,674,0,2022-07-01,0
L000568,Retail,MW,6892.28,0.189,37,672,0,2022-01-01,0
L000569,Retail,S,24287.79,0.15,51,798,0,2024-12-01,0
L000570,SME,S,16504.29,0.156,24,631,0,2024-05-01,0
L000571,Retail,NE,7925.72,0.193,52,563,1,2022-01-01,0
L000572,SME,W,9858.21,0.131,32,815,1,2022-08-01,0
L000573,Corporate,S,15669.2,0.174,16,635,0,2023-06-01,0
L000574,Retail,W,25859.88,0.087,21,560,0,2024-03-01,0
L000575,Retail,S,23838.78,0.096,49,738,0,2023-11-01,0
L000576,Retail,MW,12532.27,0.207,21,600,0,2024-07-01,0
L000577,Retail,W,17183.61,0.131,18,562,0,2024-06-01,0
L000578,SME,NE,17501.06,0.065,24,611,0,2022-11-01,0
L000579,Retail,W,16248.25,0.142,24,653,1,2022-04-01,0
L000580,Retail,S,16659.49,0.117,31,573,0,2022-02-01,0
L000581,Retail,MW,34087.41,0.137,52,621,0,2022-04-01,0
L000582,Retail,W,45858.16,0.062,40,617,0,2023-02-01,0
L000583,Retail,W,26240.32,0.106,56,688,0,2024-09-01,0
L000584,Corporate,W,19928.75,0.064,36,632,0,2023-04-01,0
L000585,Corporate,MW,19786.22,0.114,37,575,0,2022-08-01,0
L000586,Retail,W,32672.01,0.22,35,708,0,2024-06-01,0
L000587,Retail,S,12380.48,0.133,29,726,1,2024-09-01,0
L000588,Retail,S,26193.57,0.061,18,631,0,2024-02-01,0
L000589,Retail,W,10409.89,0.131,6,734,1,2024-07-01,0
L000590,Retail,MW,21838.49,0.082,26,783,0,2024-09-01,0
L000591,Retail,NE,11578.87,0.061,9,648,0,2022-03-01,0
L000592,Retail,W,21036.46,0.081,38,690,0,2023-07-01,0
L000593,Retail,W,24406.11,0.188,12,556,1,2024-05-01,0
L000594,Retail,W,22210.7,0.209,45,770,1,2022-08-01,0
L000595,Retail,NE,13671.21,0.229,58,698,1,2022-03-01,0
L000596,Retail,MW,14085.38,0.085,14,569,0,2023-05-01,0
L000597,Retail,W,30431.68,0.214,50,816,0,2022-02-01,0
L000598,Retail,S,20158.48,0.124,10,603,0,2024-05-01,0
L000599,Retail,S,30002.08,0.167,7,688,0,2022-10-01,1
L000600,Corporate,NE,44643.03,0.228,25,747,1,2024-06-01,0
L000601,Retail,S,17759.21,0.2,41,560,0,2024-08-01,0
L000602,Retail,W,36200.38,0.207,25,735,1,2024-11-01,0
L000603,Retail,W,28800.75,0.236,30,665,0,2024-06-01,1
L000604,Retail,S,26692.28,0.091,16,701,0,2023-03-01,0
L000605,Retail,MW,13676.71,0.223,47,606,1,2023-06-01,0
L000606,Retail,S,56194.34,0.055,18,792,0,2023-09-01,0
L000607,Retail,MW,16528.24,0.057,13,561,1,2022-07-01,0
L000608,Retail,W,17458.83,0.085,55,705,0,2022-06-01,0
L000609,Retail,S,13402.6,0.15,39,693,0,2024-03-01,0
L000610,Retail,W,22651.72,0.082,20,682,0,2023-08-01,0
L000611,SME,S,20111.19,0.16,39,737,1,2022-12-01,0
L000612,SME,MW,19574.35,0.051,23,710,0,2022-02-01,0
L000613,Retail,NE,43960.5,0.176,31,764,0,2024-05-01,0
L000614,Retail,S,13553.41,0.08,18,731,0,2023-01-01,0
L000615,SME,NE,19338.62,0.232,35,794,0,2023-12-01,0
L000616,Retail,NE,19510.54,0.083,54,667,1,2022-10-01,0
L000617,Retail,S,21957.96,0.212,16,781,0,2023-07-01,0
L000618,Retail,NE,30216.65,0.072,25,818,1,2023-12-01,0
L000619,Retail,MW,39296.74,0.092,55,616,0,2024-06-01,0
L000620,SME,W,21897.39,0.107,51,560,0,2024-08-01,0
L000621,Retail,NE,10268.96,0.068,30,643,0,2023-08-01,0
L000622,Retail,W,18357.54,0.162,20,723,0,2024-11-01,0
L000623,Retail,S,22376.22,0.104,53,818,1,2022-10-01,0
L000624,Retail,W,22638.18,0.099,23,684,0,2023-11-01,0
L000625,SME,NE,36454.62,0.136,43,742,1,2022-03-01,0
L000626,Retail,NE,27324.01,0.225,36,666,1,2024-01-01,0
L000627,Retail,W,13231.46,0.133,34,576,1,2022-11-01,0
L000628,Retail,MW,41593.15,0.134,47,639,1,2024-05-01,0
L000629,Corporate,S,9360.76,0.128,8,749,0,2023-01-01,0
L000630,Retail,NE,13248.5,0.168,26,631,1,2023-02-01,0
L000631,Retail,W,25901.93,0.126,53,660,1,2023-12-01,0
L000632,Retail,MW,20092.74,0.135,40,800,0,2023-08-01,0
L000633,SME,S,13504.86,0.124,32,801,1,2022-10-01,0
L000634,Retail,NE,27719.47,0.2,26,816,0,2022-03-01,0
L000635,SME,S,16627.91,0.143,54,656,1,2023-04-01,0
L000636,Retail,S,31842.81,0.135,22,613,1,2022-05-01,0
L000637,Retail,NE,20750.94,0.225,45,771,1,2024-04-01,0
L000638,SME,NE,15509.34,0.077,48,733,0,2023-04-01,0
L000639,SME,S,38535.92,0.17,47,632,0,2022-08-01,0
L000640,Retail,S,13070.05,0.105,26,781,0,2023-06-01,0
L000641,Retail,MW,12960.39,0.146,24,558,1,2024-01-01,0
L000642,Retail,S,32048.48,0.153,50,810,0,2023-01-01,0
L000643,Retail,W,19848.61,0.224,59,597,1,2024-08-01,0
L000644,Retail,MW,30266.95,0.196,37,672,0,2022-04-01,0
L000645,Retail,S,19917.94,0.127,35,680,1,2024-01-01,1
L000646,SME,W,20431.18,0.174,48,754,0,2022-07-01,0
L000647,SME,S,13924.15,0.234,56,661,1,2024-09-01,0
L000648,Retail,W,20024.11,0.208,29,607,1,2023-10-01,0
L000649,Retail,NE,19870.27,0.088,57,796,1,2023-06-01,0
L000650,SME,S,28734.4,0.211,55,641,0,2022-03-01,0
L000651,SME,W,36222.82,0.057,8,720,0,2024-08-01,0
L000652,Retail,MW,25781.06,0.2,48,647,1,2023-05-01,0
L000653,SME,MW,18450.41,0.127,21,690,0,2023-04-01,0
L000654,Retail,MW,20063.43,0.108,27,624,0,2024-05-01,0
L000655,Retail,MW,24595.59,0.097,33,696,0,2024-09-01,0
L000656,SME,W,17876.02,0.079,17,700,1,2022-06-01,0
L000657,Retail,MW,12247.63,0.201,13,699,0,2022-05-01,1
L000658,Corporate,MW,28312.97,0.117,33,817,0,2022-10-01,0
L000659,Retail,NE,26718.89,0.167,49,584,1,2023-12-01,0
L000660,Retail,MW,44686.54,0.215,17,775,1,2022-09-01,0
L000661,Retail,NE,25016.55,0.231,41,608,0,2024-10-01,0
L000662,Retail,NE,17186.21,0.067,56,651,1,2024-03-01,0
L000663,Retail,S,21690.96,0.141,48,663,0,2024-08-01,0
L000664,Retail,W,11947.25,0.133,25,716,0,2024-09-01,1
L000665,Retail,MW,21055.41,0.147,11,601,1,2024-05-01,0
L000666,Retail,MW,13759.08,0.176,58,635,0,2024-02-01,0
L000667,Retail,W,20134.26,0.164,23,636,0,2024-07-01,0
L000668,SME,S,84715.85,0.063,26,583,1,2022-03-01,0
L000669,SME,NE,29898.8,0.129,20,748,1,2022-01-01,0
L000670,Retail,MW,29284.55,0.113,54,697,1,2022-07-01,0
L000671,Retail,W,62840.32,0.196,45,732,0,2022-08-01,0
L000672,Corporate,W,18996.07,0.085,47,770,1,2024-11-01,0
L000673,Retail,W,10688.14,0.072,57,760,0,2023-01-01,0
L000674,SME,NE,17177.58,0.205,11,694,0,2023-07-01,0
L000675,Retail,NE,21323.47,0.176,6,819,0,2022-04-01,0
L000676,Retail,NE,24322.1,0.177,38,611,1,2023-07-01,0
L000677,Retail,W,23465.83,0.237,13,706,0,2022-08-01,0
L000678,SME,MW,29312.63,0.103,46,571,0,2024-12-01,0
L000679,Retail,NE,10071.07,0.122,49,570,0,2023-08-01,0
L000680,Retail,NE,31151.9,0.116,25,556,0,2023-05-01,0
L000681,Retail,MW,14681.1,0.065,52,734,1,2023-04-01,0
L000682,Retail,W,10848.46,0.211,14,627,0,2023-03-01,0
L000683,Retail,NE,17673.58,0.208,22,647,0,2022-09-01,0
L000684,Retail,S,48962.9,0.077,44,606,0,2023-11-01,0
L000685,Retail,NE,17062.01,0.187,27,633,1,2023-08-01,0
L000686,Corporate,NE,8484.84,0.198,51,718,1,2023-11-01,0
L000687,Retail,MW,20952.15,0.082,9,677,0,2022-09-01,0
L000688,Retail,S,21151.63,0.074,51,638,1,2023-12-01,0
L000689,Retail,S,35036.74,0.166,52,608,0,2023-11-01,0
L000690,Retail,S,32507.03,0.051,9,667,1,2024-11-01,1
L000691,SME,W,18205.28,0.229,11,757,1,2024-12-01,0
L000692,Retail,S,27556.88,0.053,54,582,1,2024-08-01,0
L000693,Retail,S,25553.91,0.187,15,639,0,2022-10-01,0
L000694,Retail,S,8278.31,0.213,52,803,1,2022-06-01,0
L000695,Retail,NE,41668.05,0.131,45,733,0,2023-12-01,0
L000696,Retail,NE,28429.91,0.125,49,685,0,2024-08-01,0
L000697,Retail,NE,7954.63,0.069,24,709,1,2022-04-01,0
L000698,SME,W,36407.01,0.058,41,781,1,2023-10-01,0
L000699,Retail,NE,11868.1,0.151,33,654,1,2022-10-01,0
L000700,SME,NE,24205.12,0.18,13,552,1,2024-02-01,1
L000701,Retail,MW,9273.42,0.068,40,644,0,2023-08-01,0
L000702,SME,NE,24291.04,0.099,50,794,1,2023-09-01,0
L000703,Retail,MW,33830.49,0.23,53,622,1,2024-09-01,0
L000704,Retail,MW,33083.61,0.221,14,651,1,2022-05-01,0
L000705,Retail,S,33988.74,0.181,52,715,0,2022-03-01,0
L000706,Retail,NE,28355.74,0.122,14,574,0,2024-11-01,0
L000707,Retail,W,22145.19,0.178,18,763,1,2023-03-01,0
L000708,SME,S,23785.23,0.209,16,616,0,2024-11-01,0
L000709,Retail,W,33526.59,0.116,57,685,0,2023-01-01,0
L000710,Retail,NE,32773.12,0.163,54,709,0,2022-09-01,0
L000711,Retail,W,24672.39,0.13,27,730,0,2024-08-01,0
L000712,Retail,W,17175.82,0.067,48,689,0,2023-10-01,0
L000713,Retail,NE,23615.78,0.07,42,709,0,2022-02-01,0
L000714,Retail,S,22283.56,0.198,34,564,1,2023-01-01,0
L000715,Retail,W,10650.24,0.187,25,633,1,2023-06-01,0
L000716,Retail,NE,27505.93,0.064,11,599,1,2024-05-01,0
L000717,Retail,S,30983.41,0.136,13,806,0,2024-06-01,0
L000718,Retail,W,53242.66,0.067,37,648,0,2024-05-01,0
L000719,Retail,W,39950.06,0.06,21,710,1,2022-07-01,0
L000720,Retail,NE,25830.52,0.166,47,706,0,2022-12-01,0
L000721,Retail,W,11132.84,0.155,11,609,0,2024-04-01,0
L000722,SME,W,26599.21,0.102,7,558,0,2022-01-01,0
L000723,Retail,W,17977.31,0.112,58,656,0,2022-05-01,0
L000724,SME,W,13448.76,0.146,44,817,0,2024-08-01,0
L000725,Retail,NE,32148.89,0.197,10,637,0,2022-08-01,0
L000726,Retail,NE,30032.91,0.159,47,663,1,2022-11-01,0
L000727,SME,MW,10106.0,0.109,59,763,0,2024-07-01,0
L000728,Retail,S,16180.61,0.151,17,566,1,2024-07-01,0
L000729,Retail,NE,20844.87,0.131,15,685,0,2022-09-01,0
L000730,Retail,W,36924.72,0.141,31,601,0,2022-01-01,0
L000731,Retail,S,12936.34,0.179,38,708,0,2022-12-01,0
L000732,Retail,NE,35150.45,0.108,49,614,1,2024-10-01,0
L000733,Retail,NE,20045.82,0.13,6,793,0,2023-02-01,0
L000734,SME,MW,32846.39,0.152,15,708,0,2022-10-01,0
L000735,SME,W,23310.86,0.082,30,568,0,2024-04-01,0
L000736,SME,S,25526.14,0.081,36,658,0,2023-04-01,0
L000737,Retail,NE,36452.34,0.221,20,578,1,2024-06-01,0
L000738,Retail,W,9844.46,0.11,25,649,0,2023-06-01,0
L000739,Retail,NE,24762.84,0.103,23,691,0,2022-07-01,0
L000740,SME,MW,37510.26,0.158,42,803,0,2024-02-01,0
L000741,Retail,NE,33206.12,0.148,35,782,0,2023-01-01,0
L000742,Retail,NE,10765.87,0.15,54,756,0,2024-04-01,0
L000743,Retail,W,28512.03,0.085,16,620,1,2022-11-01,0
L000744,Retail,MW,28728.04,0.195,45,674,1,2024-03-01,0
L000745,SME,MW,20049.67,0.187,58,584,0,2023-08-01,0
L000746,Corporate,S,11458.28,0.096,29,700,1,2023-09-01,0
L000747,SME,MW,11364.56,0.118,19,620,0,2024-09-01,0
L000748,SME,S,28208.31,0.183,53,722,1,2024-09-01,0
L000749,Retail,NE,25703.55,0.175,44,590,0,2022-11-01,0
L000750,Retail,W,31720.25,0.053,50,666,1,2024-01-01,0
L000751,SME,NE,11128.64,0.118,53,765,1,2022-01-01,0
L000752,Retail,W,18455.61,0.065,7,810,0,2022-02-01,0
L000753,Retail,MW,78755.14,0.088,43,716,0,2023-07-01,1
L000754,Retail,W,37423.53,0.121,16,557,0,2024-06-01,0
L000755,Retail,W,14924.79,0.087,25,555,1,2023-06-01,0
L000756,Corporate,W,25490.47,0.087,52,690,1,2023-05-01,0
L000757,Retail,W,24467.9,0.228,55,670,1,2024-05-01,0
L000758,SME,MW,9633.12,0.118,8,807,0,2024-03-01,0
L000759,Retail,NE,14137.92,0.138,39,576,0,2023-11-01,0
L000760,Retail,W,11636.45,0.225,31,572,0,2022-05-01,0
L000761,Retail,S,51029.81,0.135,42,759,1,2022-10-01,0
L000762,Retail,MW,16279.83,0.15,45,659,0,2024-01-01,0
L000763,Retail,W,12264.74,0.142,7,559,0,2022-09-01,0
L000764,Retail,S,21223.62,0.133,48,638,0,2023-03-01,0
L000765,SME,S,14097.99,0.196,15,686,0,2023-05-01,0
L000766,SME,W,17694.67,0.148,48,709,0,2024-08-01,0
L000767,Retail,W,29229.12,0.187,24,762,0,2023-02-01,0
L000768,Retail,NE,17302.4,0.218,55,551,1,2023-06-01,0
L000769,SME,S,18981.39,0.057,8,580,0,2024-04-01,0
L000770,Retail,MW,12435.39,0.101,28,617,0,2024-06-01,0
L000771,Retail,MW,15974.12,0.16,19,802,0,2022-08-01,0
L000772,Retail,W,46972.69,0.217,10,652,0,2022-06-01,0
L000773,Retail,W,17137.1,0.207,36,576,0,2024-07-01,0
L000774,SME,MW,30968.1,0.22,22,667,0,2023-05-01,0
L000775,Retail,NE,40121.29,0.144,15,668,1,2023-09-01,0
L000776,Corporate,MW,15508.57,0.232,44,718,0,2024-02-01,0
L000777,Retail,W,12191.63,0.174,36,785,0,2024-06-01,0
L000778,Retail,S,13371.27,0.107,12,679,0,2022-05-01,0
L000779,Retail,MW,21676.62,0.224,34,644,0,2022-10-01,0
L000780,Retail,W,14978.99,0.184,45,674,0,2024-03-01,0
L000781,Retail,NE,15595.79,0.213,56,601,1,2024-03-01,0
L000782,Retail,MW,23486.1,0.066,21,689,1,2024-01-01,1
L000783,Retail,W,18397.11,0.054,34,597,0,2022-04-01,0
L000784,Retail,S,24391.18,0.229,36,654,0,2023-03-01,0
L000785,Retail,S,16539.03,0.213,21,595,0,2022-09-01,0
L000786,Retail,MW,17147.54,0.211,14,790,0,2024-02-01,0
L000787,Retail,W,18199.33,0.22,14,695,1,2022-03-01,0
L000788,Retail,NE,29341.43,0.093,38,800,0,2022-03-01,0
L000789,Retail,MW,13178.58,0.126,54,638,0,2023-02-01,0
L000790,SME,MW,43049.03,0.235,22,651,0,2024-11-01,0
L000791,Retail,MW,23967.71,0.051,54,752,0,2024-01-01,1
L000792,Retail,NE,55024.4,0.12,37,678,0,2024-06-01,0
L000793,Retail,W,41960.27,0.096,56,628,0,2022-01-01,1
L000794,Retail,NE,22956.41,0.143,29,592,0,2024-08-01,0
L000795,Retail,MW,11352.59,0.172,51,772,1,2022-06-01,0
L000796,Retail,NE,34228.68,0.057,54,710,1,2024-04-01,0
L000797,Retail,MW,12063.25,0.054,13,694,0,2024-07-01,0
L000798,Retail,NE,15599.07,0.167,13,610,1,2023-12-01,0
L000799,Retail,S,9691.46,0.142,47,767,0,2024-12-01,0
L000800,SME,MW,23517.95,0.128,39,556,1,2022-10-01,0
L000801,Retail,W,53522.44,0.093,22,786,1,2023-02-01,0
L000802,SME,MW,7295.72,0.206,13,745,1,2024-10-01,0
L000803,Corporate,S,12454.43,0.208,35,801,0,2024-05-01,0
L000804,SME,MW,27019.06,0.067,8,740,0,2023-03-01,1
L000805,Retail,S,18664.22,0.222,34,746,1,2024-05-01,0
L000806,SME,W,24280.67,0.111,45,614,0,2023-04-01,0
L000807,Retail,W,28000.9,0.094,28,805,1,2024-08-01,0
L000808,SME,S,13081.11,0.196,26,588,1,2023-06-01,0
L000809,SME,NE,10492.8,0.094,12,634,0,2022-07-01,0
L000810,Retail,W,7692.02,0.185,55,734,0,2024-06-01,0
